0.1	-0.0060945	-0.013624	-46.776	-0.095513	-0.074159	-1.4	0.15287	0.62857	1	0	0.01224	0	0.019227	0	0	0	0	0	0	0	0	0	0.01224	0	0.019227	0	0	0
0.2	0.26493	-0.03598	97.38	2.7102	-0.22356	1.4	0.057262	-0.85213	0.99992	0.012499	0.036569	0.00015298	0.057291	3.7454e-06	0	5.8833e-06	3.7454e-05	0	5.8833e-05	0	0	0	0.024329	0.00015298	0.038065	3.7454e-05	0	5.8833e-05
0.3	0.26697	-0.035555	104.63	0.020411	0.0042512	1.4	0.10987	-0.84102	0.99969	0.02499	0.072687	0.00060997	0.11358	1.4934e-05	4.6813e-08	2.3413e-05	0.00011189	4.6813e-07	0.00017529	0	0	0	0.036118	0.00045698	0.056284	0.00011189	4.6813e-07	0.00017529
0.4	0.2717	-0.035129	111.96	0.047351	0.0042678	1.4	0.10873	-0.81945	0.9993	0.037465	0.12015	0.0015181	0.18724	3.7171e-05	2.3345e-07	5.8158e-05	0.00022237	1.8664e-06	0.00034745	0	0	0	0.04746	0.00090809	0.073662	0.00022237	1.8664e-06	0.00034745
0.5	0.26394	-0.0024844	172.66	-0.077604	0.32644	1.4	0.11178	-0.16457	0.99875	0.049917	0.17836	0.0030185	0.27722	7.3919e-05	6.9789e-07	0.00011543	0.00036748	4.6444e-06	0.00057268	0	0	0	0.058214	0.0015005	0.089985	0.00036748	4.6444e-06	0.00057268
0.6	0.2296	-0.013322	-165.79	-0.34344	-0.10837	-1.4	0.12288	0.12277	0.99805	0.062337	0.24661	0.0052451	0.38228	0.00012846	1.6213e-06	0.00020019	0.00054538	9.2338e-06	0.00084768	0	0	0	0.068247	0.0022265	0.10506	0.00054538	9.2338e-06	0.00084768
0.7	0.21819	-0.016216	-166.31	-0.11413	-0.02895	-1.4	0.11998	0.099557	0.99719	0.074719	0.32404	0.008322	0.50097	0.00020384	3.2255e-06	0.00031705	0.00075383	1.6042e-05	0.0011685	0	0	0	0.077434	0.0030769	0.11869	0.00075383	1.6042e-05	0.0011685
0.8	0.20761	-0.018858	-166.98	-0.10582	-0.026417	-1.4	0.12152	0.074858	0.99617	0.087054	0.4097	0.012363	0.63168	0.00030285	5.7702e-06	0.00047012	0.00099015	2.5448e-05	0.0015308	0	0	0	0.085661	0.0040406	0.13072	0.00099015	2.5448e-05	0.0015308
0.9	0.13055	-0.035305	-158.36	-0.77053	-0.16447	1.4	0.14698	0.19587	0.995	0.099335	0.50253	0.017468	0.77267	0.00042799	9.5496e-06	0.00066305	0.0012513	3.7794e-05	0.0019293	0	0	0	0.092825	0.0051051	0.14099	0.0012513	3.7794e-05	0.0019293
1	0.13121	-0.039053	-152.29	0.0066159	-0.037479	1.4	0.13134	0.26835	0.99368	0.11155	0.60136	0.023724	0.92206	0.0005814	1.4888e-05	0.00089892	0.0015341	5.3387e-05	0.0023587	0	0	0	0.098836	0.0062567	0.14939	0.0015341	5.3387e-05	0.0023587
