0.1	-17.61	18.785	-52.684	-176.11	187.87	-1.4	9.1157	0.10531	1	0	0.01224	0	0.019227	0	0	0	0	0	0	0	0	0	0.01224	0	0.019227	0	0	0
0.2	-17.61	18.785	-52.684	0	0	0	3.9651	0.11119	0.99992	0.012499	0.036569	0.00015298	0.057291	3.7454e-06	0	5.8833e-06	3.7454e-05	0	5.8833e-05	0	0	0	0.024329	0.00015298	0.038065	3.7454e-05	0	5.8833e-05
0.3	-17.61	18.785	-52.684	0	0	0	3.9637	0.11147	0.99969	0.02499	0.072687	0.00060997	0.11358	1.4934e-05	4.6813e-08	2.3413e-05	0.00011189	4.6813e-07	0.00017529	0	0	0	0.036118	0.00045698	0.056284	0.00011189	4.6813e-07	0.00017529
0.4	-17.61	18.785	-52.684	0	0	0	3.9624	0.11175	0.9993	0.037465	0.12015	0.0015181	0.18724	3.7171e-05	2.3345e-07	5.8158e-05	0.00022237	1.8664e-06	0.00034745	0	0	0	0.04746	0.00090809	0.073662	0.00022237	1.8664e-06	0.00034745
0.5	-17.61	18.785	-52.684	0	0	0	3.961	0.11202	0.99875	0.049917	0.17836	0.0030185	0.27722	7.3919e-05	6.9789e-07	0.00011543	0.00036748	4.6444e-06	0.00057268	0	0	0	0.058214	0.0015005	0.089985	0.00036748	4.6444e-06	0.00057268
0.6	-17.61	18.785	-52.684	0	0	0	3.9596	0.11228	0.99805	0.062337	0.24661	0.0052451	0.38228	0.00012846	1.6213e-06	0.00020019	0.00054538	9.2338e-06	0.00084768	0	0	0	0.068247	0.0022265	0.10506	0.00054538	9.2338e-06	0.00084768
0.7	-17.61	18.785	-52.684	0	0	0	3.9582	0.11254	0.99719	0.074719	0.32404	0.008322	0.50097	0.00020384	3.2255e-06	0.00031705	0.00075383	1.6042e-05	0.0011685	0	0	0	0.077434	0.0030769	0.11869	0.00075383	1.6042e-05	0.0011685
0.8	-17.61	18.785	-52.684	0	0	0	3.9568	0.1128	0.99617	0.087054	0.4097	0.012363	0.63168	0.00030285	5.7702e-06	0.00047012	0.00099015	2.5448e-05	0.0015308	0	0	0	0.085661	0.0040406	0.13072	0.00099015	2.5448e-05	0.0015308
0.9	-17.61	18.785	-52.684	0	0	0	3.9553	0.11305	0.995	0.099335	0.50253	0.017468	0.77267	0.00042799	9.5496e-06	0.00066305	0.0012513	3.7794e-05	0.0019293	0	0	0	0.092825	0.0051051	0.14099	0.0012513	3.7794e-05	0.0019293
1	-17.61	18.785	-52.684	0	0	0	3.9539	0.1133	0.99368	0.11155	0.60136	0.023724	0.92206	0.0005814	1.4888e-05	0.00089892	0.0015341	5.3387e-05	0.0023587	0	0	0	0.098836	0.0062567	0.14939	0.0015341	5.3387e-05	0.0023587
1.1	-17.61	18.785	-52.684	0	0	0	3.9524	0.11354	0.9922	0.1237	0.70498	0.031205	1.0779	0.00076487	2.2137e-05	0.0011802	0.0018347	7.2487e-05	0.0028131	0	0	0	0.10362	0.0074805	0.15581	0.0018347	7.2487e-05	0.0028131
