0.1	-1.4683	-3.678	136.97	-0.0002853	0.00022911	1.4	0.66442	-0.84287	1	0	0.01224	0	0.019227	0	0	0	0	0	0	0	0	0	0.01224	0	0.019227	0	0	0
0.2	-1.4683	-3.678	136.97	-6.3431e-05	3.0102e-05	-0.0067507	0.66598	-0.84828	0.99992	0.012499	0.036569	0.00015298	0.057291	3.7454e-06	0	5.8833e-06	3.7454e-05	0	5.8833e-05	0	0	0	0.024329	0.00015298	0.038065	3.7454e-05	0	5.8833e-05
0.3	-1.4668	-3.6791	139.07	0.015763	-0.011297	1.4	0.66754	-0.84692	0.99969	0.02499	0.072687	0.00060997	0.11358	1.4934e-05	4.6813e-08	2.3413e-05	0.00011189	4.6813e-07	0.00017529	0	0	0	0.036118	0.00045698	0.056284	0.00011189	4.6813e-07	0.00017529
0.4	-1.503	-3.6479	141.57	-0.36286	0.31225	1.4	0.66717	-0.85147	0.9993	0.037465	0.12015	0.0015181	0.18724	3.7171e-05	2.3345e-07	5.8158e-05	0.00022237	1.8664e-06	0.00034745	0	0	0	0.04746	0.00090809	0.073662	0.00022237	1.8664e-06	0.00034745
0.5	-1.5542	-3.6078	141.53	-0.51125	0.40169	-0.40001	0.66846	-0.85938	0.99875	0.049917	0.17836	0.0030185	0.27722	7.3919e-05	6.9789e-07	0.00011543	0.00036748	4.6444e-06	0.00057268	0	0	0	0.058214	0.0015005	0.089985	0.00036748	4.6444e-06	0.00057268
0.6	-1.6065	-3.5666	139.57	-0.52327	0.41176	-1.4	0.66957	-0.86208	0.99805	0.062337	0.24661	0.0052451	0.38228	0.00012846	1.6213e-06	0.00020019	0.00054538	9.2338e-06	0.00084768	0	0	0	0.068247	0.0022265	0.10506	0.00054538	9.2338e-06	0.00084768
0.7	-1.7022	-3.4762	133.18	-0.95688	0.90331	-1.4	0.66679	-0.85305	0.99719	0.074719	0.32404	0.008322	0.50097	0.00020384	3.2255e-06	0.00031705	0.00075383	1.6042e-05	0.0011685	0	0	0	0.077434	0.0030769	0.11869	0.00075383	1.6042e-05	0.0011685
0.8	-1.7479	-3.4243	129.32	-0.45743	0.51924	-1.4	0.66606	-0.8441	0.99617	0.087054	0.4097	0.012363	0.63168	0.00030285	5.7702e-06	0.00047012	0.00099015	2.5448e-05	0.0015308	0	0	0	0.085661	0.0040406	0.13072	0.00099015	2.5448e-05	0.0015308
0.9	-1.7722	-3.3993	124.1	-0.2425	0.25001	-1.4	0.66823	-0.82501	0.995	0.099335	0.50253	0.017468	0.77267	0.00042799	9.5496e-06	0.00066305	0.0012513	3.7794e-05	0.0019293	0	0	0	0.092825	0.0051051	0.14099	0.0012513	3.7794e-05	0.0019293
1	-1.8354	-3.2896	115.2	-0.63248	1.0977	-1.4	0.65524	-0.78423	0.99368	0.11155	0.60136	0.023724	0.92206	0.0005814	1.4888e-05	0.00089892	0.0015341	5.3387e-05	0.0023587	0	0	0	0.098836	0.0062567	0.14939	0.0015341	5.3387e-05	0.0023587
